X,Y,OBJECTID,BUSLIC_LOCATION_ID,DEA_FACILITY_OWNER,DEA_FACILITY_NAME,DEA_BUSINESS_CONTACT,DEA_BUSINESS_PHONE,DEA_FACILITY_ADDRESS,DEA_STALLS,FAC_NAME,HRS_MONFRI,HRS_SAT,HRS_SUN,FAC_TYPE,RTE_1HR,RTE_2HR,RTE_3HR,RTE_ALLDAY,DISABLED,OP_NAME,OP_PHONE,OP_PHONE2,OP_WEB,PAYMENT_TYPE,OTHER,WEBNAME,REGIONID,SIGNID
1273048.185,218911.8361,13358,635171,,DIAMOND PARKING  A232,JONATHAN DIAMOND,2062846303,"1410 AIRPORT WAY S, SEATTLE, WA 98134",26,DIAMOND PARKING  A232,,,,,,,,,,,,,,,N,,,
1256108.935,247886.6019,13359,737906,,REPUBLIC 30 181,GARY BECK,2067834144,"2804 NW MARKET ST, SEATTLE, WA 98107-4214",21,REPUBLIC 30 181,,,,,,,,,,,,,,,N,,,
1257807.002,248254.413,13360,635360,,DIAMOND PARKING  WU21,JONATHAN DIAMOND,2062843100,"2237 NW 57TH ST, SEATTLE, WA 98107",45,DIAMOND PARKING  WU21,,,,,,,,,,,,,,,N,,,
1258563.975,248103.906,13361,713288,,DIAMOND PARKING A645,JONATHAN DIAMOND,2062843100,"2012 NW 56TH ST, SEATTLE, WA 98107",14,DIAMOND PARKING A645,,,,,,,,,,,,,,,N,,,
1258101.032,247990.2911,13362,625128,,DIAMOND PARKING  WU14,JONATHAN DIAMOND,2062843100,"5511 22ND AVE NW, SEATTLE, WA 98107",24,DIAMOND PARKING  WU14,,,,,,,,,,,,,,,N,,,
1257599.497,247962.533,13363,731132,,DIAMOND PARKING SERVICES LLC A679,JONATHAN DIAMOND,2062843100,"5514 24TH AVE NW, SEATTLE, WA 98107",10,DIAMOND PARKING SERVICES LLC A679,,,,,,,,,,,,,,,N,,,
1257817.932,247919.9449,13364,76131,,REPUBLIC PARKING  190,GARY BECK,2067284457,"2232 NW MARKET ST, SEATTLE, WA 98107",35,REPUBLIC PARKING  190,,,,,,,,,,,,,,,N,,,
1258681.825,247856.9579,13365,713287,,DIAMOND PARKING A644,JONATHAN DIAMOND,2062843100,"2010 NW MARKET ST, SEATTLE, WA 98107",41,DIAMOND PARKING A644,,,,,,,,,,,,,,,N,,,
1258749.935,248109.2694,13366,736646,,U PARK 10,KEN JR PHILLIPS,2064239554,"2004 NW 56TH ST, SEATTLE, WA 98107",11,U PARK 10,,,,,,,,,,,,,,,N,,,
1256383.45,247668.56,13367,737907,,REPUBLIC 30 165 BALLARD NORDIC MUSEUM,GARY BECK,2067834144,"2655 NW MARKET ST, SEATTLE, WA 98107",78,REPUBLIC 30 165 BALLARD NORDIC MUSEUM,,,,,,,,,,,,,,,N,,,
1255792.602,247124.5841,13368,629202,,REPUBLIC PARKING 30 241 JACOBSON TERMINAL,GARY BECK,2067834144,"5350 30TH AVE NW, SEATTLE, WA 98107",44,REPUBLIC PARKING 30 241 JACOBSON TERMINAL,,,,,,,,,,,,,,,N,,,
1259045.225,247684.25,13369,584054,,DIAMOND PARKING  WU04,JONATHAN DIAMOND,2062846303,"1819 NW MARKET ST, SEATTLE, WA 98107",7,DIAMOND PARKING  WU04,,,,,,,,,,,,,,,N,,,
1270676.399,229402.1925,13370,2000018,,CITY LIGHT LOT 41841,,,,115,City Light Lot #41841,Self park location,Self park location,Self park location,SURFACE LOT,3,10,10,10,,Standard Parking Plus,(206) 381-8552,,,,N,Standard,,
1269987.203,231252.4891,13371,2000008,,AMAZON PHASE 3 - 81876,,,,371,AMAZON PHASE 3 #81876,Self park location,Self park location,Self park location,GARAGE,Permit only,Permit only,Permit only,Permit only,,Standard Parking Plus,(206) 467-1810,,,,N,Standard,,
1268843.302,230299.9346,13372,2000016,,ANALYTICAL RESOURCES 81879,,,,30,Analytical Resources #81879,Self park location,Self park location,Self park location,SURFACE LOT,Permit only,Permit only,Permit only,Permit only,,Standard Parking Plus,(206) 381-8552,,,,N,Standard,,
1268788.669,227605.3563,13373,2000017,,CINERAMA LOT 81097,,,,77,Cinerama #81097,Self park location,Self park location,Self park location,SURFACE LOT,4.9,9.8,12.2,14.65,,Standard Parking Plus,(206) 381-8552,,,,N,Standard,,
1256664.591,209090.4829,13374,2000001,,WEST SEATTLE JUNCTION ASSOCIATION,,,,,,,,,,,,,,,,(206) 935-0904,,http://wsjunction.org/maps/,,N,WEST SEATTLE JUNCTION ASSOCIATION,0,
1270416.225,221607.5346,13375,2000026,,STADIUM PLACE,,,,75,STADIUM PLACE,6am - 10pm / 12am Fri,8am - 12am,8am - 10pm,GARAGE,3,6,9,,,International Parking Management,(206)254-0811,,http://www.ipmseattle.com/locations/lot.asp?id=492,,N,STADIUM PLACE,17,G15
1269190.053,231604.0576,13376,2000007,,FOLEY - GREEN  #82018,,,,21,Foley - Green  #82018,Self park location,Self park location,Self park location,SURFACE LOT,Permit only,Permit only,Permit only,Permit only,,Standard Parking Plus,(206) 381-8552,,,,N,Standard,,
1256659.529,208463.4543,13377,2000003,,WEST SEATTLE JUNCTION ASSOCIATION,,,,,,,,,,,,,,,,(206) 935-0904,,http://wsjunction.org/maps/,,N,WEST SEATTLE JUNCTION ASSOCIATION,0,
1257143.872,208942.0901,13378,2000002,,WEST SEATTLE JUNCTION ASSOCIATION,,,,,,,,,,,,,,,,(206) 935-0904,,http://wsjunction.org/maps/,,N,WEST SEATTLE JUNCTION ASSOCIATION,0,
1269048.712,231231.0675,13379,2000025,,MERCER & WESTLAKE 81386,,,,94,MERCER & WESTLAKE #81386,Self park location,Self park location,Self park location,SURFACE LOT,4.9,14.65,14.65,14.65,,Standard Parking Plus,(206) 381-8552,,,,N,Standard,,
1269365.045,231253.2227,13380,2000023,,AMAZON PHASE 1B - 81866,,,,152,AMAZON PHASE 1B #81866,Self park location,Self park location,Self park location,GARAGE,Permit only,Permit only,Permit only,Permit only,,Standard Parking Plus,(206) 623-2727 EXT 225,,,,N,Standard,,
1270584.441,226658.3198,13381,2000027,,,,,"701 PIKE ST, SEATTLE WA 98101",,One Convention Place,,,,,,,,,,,,,,,N,ONE CONVENTION PLACE,25,G20
1256630.53,207957.094,13382,2000004,,WEST SEATTLE JUNCTION ASSOCIATION,,,,,,,,,,,,,,,,,,,,N,WEST SEATTLE JUNCTION ASSOCIATION,0,
1269996.909,221769.6412,13383,2000022,International Parking Management Seattle,I P M #28,,,"505 1ST AVE S, SEATTLE, WA 98104",440,Lot 28,Self park location,Self park location,Self park location,GARAGE,5,12,14,,,International Parking Management,(206)254-0811,,http://www.ipmseattle.com/locations/lot.asp?id=501,,N,IPM,,
1271984.794,222063.1751,13384,2000010,,BANK OF AMERICA INTL BANKING #81963,,,"525 S JACKSON ST, SEATTLE, WA 98104",34,Bank of America Intl  Banking #81963,Self park location,Self park location,Self park location,SURFACE LOT,Permit only,Permit only,Permit only,Permit only,,Standard Parking Plus,(206) 381-8552,,,,N,Standard,,
1268224.66,227054.2098,13385,2000020,REPUBLIC PARKING NW INC,211 LENORA 81957,,,"211 LENORA, SEATTLE, WA 98121",102,211 Lenora,Self park location,Self park location,Self park location,GARAGE,,,,,,Republic Parking Northwest,,,http://www.rpnw.com/lot/seattle/30-077,,N,,,
1269913.476,227299.0826,13386,2000005,,PACIFIC PLACE,,,,1130,PACIFIC PLACE,5:00am - 2:00am,5:00am - 2:00am,5:00am - 2:00am,GARAGE,6,9,11,28,,AMPCO,(206) 652-9009,,http://www.pacificplaceseattle.com/details/parking/,,N,PACIFIC PLACE,5,G4
1269819.415,230426.679,13387,2000015,,AMAZON PHASE 4 - 81877,,,,784,AMAZON PHASE 4 #81877,Self park location,Self park location,Self park location,GARAGE,Permit only,Permit only,Permit only,Permit only,,Standard Parking Plus,(206) 623-2727 EXT 225,,,,N,Standard,,
1269184.218,231314.5664,13388,2000011,,MERCER & WESTLAKE #81386,,,,94,,,,,,,,,,,,,,,,N,,,
1270446.755,223335.8714,13389,2000029,,,,,"114 JAMES ST, SEATTLE, WA   98104",435,Butler Garage,6:30am - 10:00pm,10:00am - 2:00am,Closed,GARAGE,4,11.5,,25,11,,,,,,N,BUTLER GARAGE,12,G17
1271617.799,227734.8025,13390,2000024,,OLIVETTI BUILDING 41181,,,,30,OLIVETTI #41181,Self park location,Self park location,Self park location,GARAGE,7,10,10,10,,Standard Parking Plus,(206) 381-8552,,,,N,Standard,,
1269033.963,230838.8127,13391,2000012,,9TH & REPUBLICAN 81074,,,,104,9th & Republican #81074,Self park location,Self park location,Self park location,SURFACE LOT,4.9,14.65,14.65,14.65,,Standard Parking Plus,(206) 381-8552,,,,N,Standard,,
1269655.89,230621.4398,13392,2000013,,AMAZON PHASE 1A - 81865,,,,409,AMAZON PHASE 1A #81865,Self park location,Self park location,Self park location,GARAGE,Permit only,Permit only,Permit only,Permit only,,Standard Parking Plus,(206) 623-3405,,,,N,Standard,,
1265476.9,256374.721,13393,731124,,DIAMOND PARKING SERVICES LLC WX42,JONATHAN DIAMOND,2062843100,"8701 GREENWOOD AVE N, SEATTLE, WA 98103",33,DIAMOND PARKING SERVICES LLC WX42,,,,,,,,,,,,,,,N,,,
1272871.672,226239.0891,13394,645739,,DIAMOND PARKING  A317,JONATHAN DIAMOND,2062846303,"1224 MADISON ST, SEATTLE, WA 98104",12,DIAMOND PARKING  A317,,,,,,,,,,,,,,,N,,,
1271571.571,225824.165,13395,210,,VIRGINIA MASON HOSPITAL PARKING,VIRGINIA MASON HOSPITAL,2066257326,"1123 9TH AVE, SEATTLE, WA 98101",310,VIRGINIA MASON HOSPITAL PARKING,,,,,,,,,,,,,,,N,,,
1270424.73,225919.5701,13396,703050,,SEATTLE HILTON,ALAN LAZOWSKI,8605227641,"1301 6TH AVE, SEATTLE, WA 98101-2304",520,SEATTLE HILTON,,,,,,,,,,,,,,,N,,,
1270392.499,225239.7139,13397,639443,,ACE PARKING  3280 OLYMPIC GARAGE,KEITH JONES,2066524533,"415 SENECA ST, SEATTLE, WA 98101",624,ACE PARKING  3280 OLYMPIC GARAGE,,,,,,,,,,,,,,,N,,,
1270442.97,225068.0959,13398,719282,,ACE PARKING  3290 W SEATTLE,KEITH JONES,6192336624,"1112 4TH AVE, SEATTLE, WA 98101",80,ACE PARKING  3290 W SEATTLE,,,,,,,,,,,,,,,N,,,
1270502.695,224831.704,13399,726754,,ABM PARKING 6236,,2062670446,"1000 4TH AVE, SEATTLE, WA 98104",150,ABM PARKING 6236,,,,,,,,,,,,,,,N,,,
1271951.914,224267.6671,13400,733347,,IMPARK 140,EDWARD DANYLUK,2063811789,"600 7TH AVE, SEATTLE, WA 98104",40,IMPARK 140,,,,,,,,,,,,,,,N,,,
1270390.718,224142.9211,13401,573913,,CASCADE PARKING,TSEGAI HABTEMICHAEL,2067487595,"823 3RD AVE, SEATTLE, WA 98104",37,CASCADE PARKING,,,,,,,,,,,,,,,N,,,
1270760.175,224077.4681,13402,583925,,UNITED PARKING 4558 4559,JONATHAN DIAMOND,2062846303,"723 4TH AVE, SEATTLE, WA 98104",240,UNITED PARKING 4558 4559,,,,,,,,,,,,,,,N,,,
1270405.973,223803.4449,13403,640396,,CAPLANS RAINBOW PARKING INC,DENNIS CAPLAN,2066822991,"214 COLUMBIA ST, SEATTLE, WA 98104-1508",80,CAPLANS RAINBOW PARKING INC,,,,,,,,,,,,,,,N,,,
1263017.325,230766.19,13404,593930,,DIAMOND  A119,JONATHAN DIAMOND,2062843100,"401 ELLIOTT AVE W, SEATTLE, WA 98119",432,DIAMOND  A119,,,,,,,,,,,,,,,N,,,
1275186.289,218396.5951,13405,692204,,DIAMOND PARKING  A319,JONATHAN DIAMOND,2062843100,"1530 15TH AVE S, SEATTLE, WA 98144",14,DIAMOND PARKING  A319,,,,,,,,,,,,,,,N,,,
1275186.289,218396.5951,13406,692204,,DIAMOND PARKING  A319,JONATHAN DIAMOND,2062843100,"1530 15TH AVE S, SEATTLE, WA 98144",14,DIAMOND PARKING  A319,,,,,,,,,,,,,,,N,,,
1267814.418,240271.7398,13407,4559,,U PARK 55,KEN JR PHILLIPS,2062849797,"1000 N NORTHLAKE WAY, SEATTLE, WA 98103",25,U PARK 55,,,,,,,,,,,,,,,N,,,
1272285.627,221101.9219,13408,661553,,DIAMOND PARKING  A398,JONATHAN DIAMOND,2062843100,"611 S LANE ST, SEATTLE, WA 98104",24,DIAMOND PARKING  A398,,,,,,,,,,,,,,,N,,,
1266222.301,240657.8659,13409,4562,,U PARK 58,KEN JR PHILLIPS,2062849797,"501 N 34TH ST, SEATTLE, WA 98103",60,U PARK 58,,,,,,,,,,,,,,,N,,,
1270593,221680.7812,13410,536943,,SEAHAWKS STADIUM PARKING   NORTH LOT,PAUL ALLEN,2063817555,"201 S KING ST, SEATTLE, WA 98104",1165,SEAHAWKS STADIUM PARKING   NORTH LOT,,,,,,,,,,,,,,,N,,,
1279819.721,208642.3341,13411,640451,,DIAMOND PARKING  A321,JONATHAN DIAMOND,2062843100,"4520 M L KING JR WAY S, SEATTLE, WA 98108",20,DIAMOND PARKING  A321,,,,,,,,,,,,,,,N,,,
1269521.746,239961.7079,13412,733377,,IMPARK 151,EDWARD DANYLUK,2063811789,"1621 N 34TH ST, SEATTLE, WA 98103-9193",312,IMPARK 151,,,,,,,,,,,,,,,N,,,
1270825.896,224705.411,13413,521166,,901 5TH AVENUE GARAGE 41775,BILL BEATTIE,2065215984,"901 5TH AVE, SEATTLE, WA 98164-2008",243,901 5TH AVENUE GARAGE 41775,,,,,,,,,,,,,,,N,,,
1274258.233,203788.548,13414,668483,,REPUBLIC PARKING 30 30 SABEY GEORGETOWN,GARY BECK,2067834144,"6020 AIRPORT WAY S, SEATTLE, WA 98108",35,REPUBLIC PARKING 30 30 SABEY GEORGETOWN,,,,,,,,,,,,,,,N,,,
1265868.061,230121.6017,13415,667049,,THEATER COMMONS LOT 6,X X,2066847236,"290 2ND AVE N, SEATTLE, WA 98109",7,THEATER COMMONS LOT 6,,,,,,,,,,,,,,,N,,,
1269589.291,227133.0541,13416,721316,,DIAMOND PARKING  A279,JONATHAN DIAMOND,2062843100,"509 OLIVE WAY, SEATTLE, WA 98101",122,DIAMOND PARKING  A279,,,,,,,,,,,,,,,N,,,
1272516.882,225586.0469,13417,596076,,CABRINI TOWER GARAGE 81115,BILL BEATTIE,2063818552,"1010 MARION ST, SEATTLE, WA 98104",386,CABRINI TOWER GARAGE 81115,,,,,,,,,,,,,,,N,,,
1272901.961,221446.1826,13418,17660,,INTL DIST MERCHANTS  32,MICHAEL OLSON,2066824233,"751 S WELLER ST, SEATTLE, WA 98104",13,INTL DIST MERCHANTS  32,,,,,,,,,,,,,,,N,,,
1272901.961,221446.1826,13419,17660,,INTL DIST MERCHANTS  32,MICHAEL OLSON,2066243426,"751 S WELLER ST, SEATTLE, WA 98104",13,INTL DIST MERCHANTS  32,,,,,,,,,,,,,,,N,,,
1268218.943,228365.5205,13420,548441,,IMPARK  14,EDWARD DANYLUK,2063811789,"2230 5TH AVE, SEATTLE, WA 98121",71,IMPARK  14,,,,,,,,,,,,,,,N,,,
1283129.681,199208.2651,13421,733683,,UNITED PARKING INC 4450,JONATHAN DIAMOND,2062843100,"4219 S OTHELLO ST, SEATTLE, WA 98118-3892",85,UNITED PARKING INC 4450,,,,,,,,,,,,,,,N,,,
1270932.223,221771.661,13422,735788,,IPM 70 EMBASSY SUITES,JOAN SUNDBERG,2062540811,"255 S KING ST, SEATTLE, WA 98104-2832",69,IPM 70 EMBASSY SUITES,,,,,,,,,,,,,,,N,,,
1270932.223,221771.661,13423,735785,,IPM 62 HAWK TOWER,JOAN SUNDBERG,2062540811,"255 S KING ST, SEATTLE, WA 98104-2832",225,IPM 62 HAWK TOWER,,,,,,,,,,,,,,,N,,,
1275293.885,227146.488,13424,653674,,DIAMOND PARKING  A371,JONATHAN DIAMOND,2062843100,"1408 E UNION ST, SEATTLE, WA 98122-4131",25,DIAMOND PARKING  A371,,,,,,,,,,,,,,,N,,,
1271713.589,225096.998,13425,725609,,DIAMOND PARKING SERVICES A970,JONATHAN DIAMOND,2062843100,"901 8TH AVE, SEATTLE, WA 98104",10,DIAMOND PARKING SERVICES A970,,,,,,,,,,,,,,,N,,,
1273526.511,231078.9311,13426,733676,,UNITED PARKING INC 4446,JONATHAN DIAMOND,2062843100,"523 BROADWAY E, SEATTLE, WA 98102",343,UNITED PARKING INC 4446,,,,,,,,,,,,,,,N,,,
1267043.906,240454.693,13427,4572,,U PARK 68,KEN JR PHILLIPS,2062849797,"737 N 34TH ST, SEATTLE, WA 98103",31,U PARK 68,,,,,,,,,,,,,,,N,,,
1270056.47,213789.007,13428,655277,,DIAMOND PARKING  A071,JONATHAN DIAMOND,2062813100,"2944 1ST AVE S, SEATTLE, WA 98134",24,DIAMOND PARKING  A071,,,,,,,,,,,,,,,N,,,
1270069.733,213860.121,13429,735207,,DIAMOND PARKING SERVICES A684,JONATHAN DIAMOND,2062843100,"2942 1ST AVE S, SEATTLE, WA 98134",18,DIAMOND PARKING SERVICES A684,,,,,,,,,,,,,,,N,,,
1275138.072,227706.873,13430,681148,,UNITED PARKING  4597,JONATHAN DIAMOND,2062843100,"1515 14TH AVE, SEATTLE, WA 98122",76,UNITED PARKING  4597,,,,,,,,,,,,,,,N,,,
1276426.338,222125.8121,13431,633197,,UNITED PARKING  4545,JONATHAN DIAMOND,2062846303,"1800 S JACKSON ST, SEATTLE, WA 98144-2176",51,UNITED PARKING  4545,,,,,,,,,,,,,,,N,,,
1267227.476,226882.3474,13432,639409,,30 130 BLANCHARD LOT,GARY BECK,2067834144,"50 BLANCHARD ST, SEATTLE, WA 98101",77,30 130 BLANCHARD LOT,,,,,,,,,,,,,,,N,,,
1267659.361,227175.9589,13433,594278,,KEY PARK NORTHWEST  86,GERALD FISH,2064438400,"105 BLANCHARD ST, SEATTLE, WA 98121",12,KEY PARK NORTHWEST  86,,,,,,,,,,,,,,,N,,,
1275555.545,243889.9033,13434,52869,,U DISTRICT PARKING LOT 3,,2065277006,"4220 BROOKLYN AVE NE, SEATTLE, WA 98105",76,U DISTRICT PARKING LOT 3,,,,,,,,,,,,,,,N,,,
1265697.05,229098.0584,13435,593896,,DIAMOND PARKING A021,JONATHAN DIAMOND,2062843100,"2929 2ND AVE, SEATTLE, WA 98121",28,DIAMOND PARKING A021,,,,,,,,,,,,,,,N,,,
1266755.568,227271.7429,13436,4606,,U PARK 102,KEN JR PHILLIPS,2319349797,"2317 WESTERN AVE, SEATTLE, WA 98121",28,U PARK 102,,,,,,,,,,,,,,,N,,,
1269333.659,230263.4961,13437,611425,,WESTLAKE & TERRY GARAGE 81394,BILL BEATTIE,2066247040,"320 WESTLAKE AVE N, SEATTLE, WA 98109-5232",452,WESTLAKE & TERRY GARAGE 81394,,,,,,,,,,,,,,,N,,,
1268402.115,231332.1609,13438,642579,,SEATTLE HUB 41853 CHECKING ONLY,BILL BEATTIE,2066247040,"530 DEXTER AVE N, SEATTLE, WA 98109-4710",0,SEATTLE HUB 41853 CHECKING ONLY,,,,,,,,,,,,,,,N,,,
1270638.409,219987.2201,13439,533688,,STADIUM EXHIBITION CENTER GARAGE,PAUL ALLEN,2065551212,"1000 OCCIDENTAL AVE S, SEATTLE, WA 98104",2050,STADIUM EXHIBITION CENTER GARAGE,,,,,,,,,,,,,,,N,,,
1268557.367,231082.3001,13440,733290,,IMPARK 123,EDWARD DANYLUK,2063811789,"750 REPUBLICAN ST, SEATTLE, WA 98109",65,IMPARK 123,,,,,,,,,,,,,,,N,,,
1272322.186,222373.4512,13441,731464,,DIAMOND PARKING SERVICES A676,JONATHAN DIAMOND,2062843100,"649 S MAIN ST, SEATTLE, WA 98104",45,DIAMOND PARKING SERVICES A676,,,,,,,,,,,,,,,N,,,
1270175.821,217655.45,13442,637115,,DIAMOND PARKING  A994,JONATHAN DIAMOND,2062843100,"1746 1ST AVE S, SEATTLE, WA 98134",48,DIAMOND PARKING  A994,,,,,,,,,,,,,,,N,,,
1263782.589,231249.6583,13443,635156,,DIAMOND PARKING  A043,JONATHAN DIAMOND,2066846303,"523 3RD AVE W, SEATTLE, WA 98119",60,DIAMOND PARKING  A043,,,,,,,,,,,,,,,N,,,
1271536.25,222230.0469,13444,738297,,A691,JONATHAN DIAMOND,2062843100,"400 S JACKSON, SEATTLE, WA 98104",30,A691,,,,,,,,,,,,,,,N,,,
1274821.5,228052.1095,13445,676954,,DIAMOND PARKING  A440,JONATHAN DIAMOND,2062843100,"1601 13TH AVE, SEATTLE, WA 98122",14,DIAMOND PARKING  A440,,,,,,,,,,,,,,,N,,,
1269973.625,230162.125,13446,713230,,TROYBLOCK 82616,BILL BEATTIE,2063818552,"300 BOREN AVE N, SEATTLE, WA 98109-5305",1109,TROYBLOCK 82616,,,,,,,,,,,,,,,N,,,
1266019.318,255677.4581,13447,721329,,PLATINUM PARKING  BOA   116001,SUSAN HOVER,2064550508,"404 N 85TH ST, SEATTLE, WA 98103",36,PLATINUM PARKING  BOA   116001,,,,,,,,,,,,,,,N,,,
1265679.757,255676.7001,13448,637246,,DIAMOND PARKING  WU65,JONATHAN DIAMOND,2062843100,"8500 GREENWOOD AVE N, SEATTLE, WA 98103",43,DIAMOND PARKING  WU65,,,,,,,,,,,,,,,N,,,
1265717.312,256219.9812,13449,76140,,REPUBLIC PARKING 30 34 NORTH STAR DINER,GARY BECK,2067834144,"8580 GREENWOOD AVE N, SEATTLE, WA 98103",189,REPUBLIC PARKING 30 34 NORTH STAR DINER,,,,,,,,,,,,,,,N,,,
1265318.069,255572.0798,13450,725048,,DIAMOND PARKING WX21,JONATHAN DIAMOND,2062843100,"201 N 85TH ST, SEATTLE, WA 98103",12,DIAMOND PARKING WX21,,,,,,,,,,,,,,,N,,,
1265811.714,255512.5979,13451,732184,,DIAMOND PARKING SERVICES WX43,JONATHAN DIAMOND,2062843100,"311 N 85TH ST, SEATTLE, WA 98103",17,DIAMOND PARKING SERVICES WX43,,,,,,,,,,,,,,,N,,,
1272485.832,250998.4071,13452,593951,,DIAMOND  WU82,JONATHAN DIAMOND,2062843100,"6860 E GREEN LAKE WAY N, SEATTLE, WA 98115",18,DIAMOND  WU82,,,,,,,,,,,,,,,N,,,
1273156.392,251633.1606,13453,680533,,REPUBLIC PARKING 30 070 GREEN LAKE VILLAGE,GARY BECK,2067834144,"7104 WOODLAWN AVE NE, SEATTLE, WA 98115",216,REPUBLIC PARKING 30 070 GREEN LAKE VILLAGE,,,,,,,,,,,,,,,N,,,
1274662.561,252584.6389,13454,625124,,DIAMOND PARKING  WX03,JONATHAN DIAMOND,2062843100,"7420 9TH AVE NE, SEATTLE, WA 98115",26,DIAMOND PARKING  WX03,,,,,,,,,,,,,,,N,,,
1275034.276,252355.6651,13455,690566,,DIAMOND PARKING  WU43,JONATHAN DIAMOND,2062843100,"7300 ROOSEVELT AVE NE, SEATTLE, WA 98115",125,DIAMOND PARKING  WU43,,,,,,,,,,,,,,,N,,,
1265839.514,247560.154,13456,556117,,WOODLAND PARK ZOO LOT  3,WOODLAND PARK ZOO SOCIETY,2062332503,"5500 PHINNEY AVE N, SEATTLE, WA 98103",61,WOODLAND PARK ZOO LOT  3,,,,,,,,,,,,,,,N,,,
1265839.514,247560.154,13457,705817,,WOODLAND PARK ZOO,JOAN SUNDBERG,2062540811,"5500 PHINNEY AVE N, SEATTLE, WA 98103-5865",0,WOODLAND PARK ZOO,,,,,,,,,,,,,,,N,,,
1275910.005,245423.1259,13458,52858,,UNIVERSITY DISTRICT PARKING ASSOCS INC,,2065277006,"4710 UNIVERSITY WAY NE # 110, SEATTLE, WA 98105",0,UNIVERSITY DISTRICT PARKING ASSOCS INC,,,,,,,,,,,,,,,N,,,
1274594.058,245269.1581,13459,593925,,DIAMOND   WU10,JONATHAN DIAMOND,2062843100,"4535 ROOSEVELT WAY NE, SEATTLE, WA 98105",145,DIAMOND   WU10,,,,,,,,,,,,,,,N,,,
1274553.298,245207.716,13460,593924,,DIAMOND WU09,JONATHAN DIAMOND,2062843100,"4550 9TH AVE NE, SEATTLE, WA 98105",31,DIAMOND WU09,,,,,,,,,,,,,,,N,,,
1274001.565,244863.5791,13461,625131,,DIAMOND PARKING  WU19,JONATHAN DIAMOND,2062843100,"700 NE 45TH ST, SEATTLE, WA 98105",22,DIAMOND PARKING  WU19,,,,,,,,,,,,,,,N,,,
1275426.212,244809.582,13462,742437,,LAZ PARKING NORTHWEST LLC,ALAN LAZOWSKI,8605227641,"4507 BROOKLYN AVE NE, SEATTLE, WA 98105",80,LAZ PARKING NORTHWEST LLC,,,,,,,,,,,,,,,N,,,
1275439.767,245089.8441,13463,52871,,U DISTRICT PARKING LOT 2,,2065277006,"4519 BROOKLYN AVE NE, SEATTLE, WA 98105",162,U DISTRICT PARKING LOT 2,,,,,,,,,,,,,,,N,,,
1275017.42,244935.5757,13464,595353,,DIAMOND  WX11,JONATHAN DIAMOND,2062843100,"4510 11TH AVE NE, SEATTLE, WA 98105",73,DIAMOND  WX11,,,,,,,,,,,,,,,N,,,
1274402.222,244919.2137,13465,625126,,DIAMOND PARKING  WU06,JONATHAN DIAMOND,2062843100,"4515 9TH AVE NE, SEATTLE, WA 98105",42,DIAMOND PARKING  WU06,,,,,,,,,,,,,,,N,,,
1275014.115,244845.6319,13466,690565,,DIAMOND PARKING  WU05,JONATHAN DIAMOND,2062843100,"1100 NE 45TH ST, SEATTLE, WA 98115",78,DIAMOND PARKING  WU05,,,,,,,,,,,,,,,N,,,
1276157.103,245698.8474,13467,737919,,REPUBLIC 30 32 UNIIVERSITY CHRISTIAN CHURCH,GARY BECK,2067834144,"4730 15TH AVE NE, SEATTLE, WA 98105",68,REPUBLIC 30 32 UNIIVERSITY CHRISTIAN CHURCH,,,,,,,,,,,,,,,N,,,
1278727.569,245493.3539,13468,672516,,DIAMOND PARKING  WU75,JONATHAN DIAMOND,2062843100,"4715 25TH AVE NE, SEATTLE, WA 98105",39,DIAMOND PARKING  WU75,,,,,,,,,,,,,,,N,,,
1276144.675,245003.7549,13469,52865,,U DISTRICT PARKING LOT 9,,2065277006,"4526 15TH AVE NE, SEATTLE, WA 98105",70,U DISTRICT PARKING LOT 9,,,,,,,,,,,,,,,N,,,
1276453.239,245194.0822,13470,52868,,UCC,,2065277006,"4550 16TH AVE NE, SEATTLE, WA 98105",39,UCC,,,,,,,,,,,,,,,N,,,
1257732.629,243802.3989,13471,672520,,ELMORE ELECTRIC,JOSEPH WILLIAMS,2062130111,"2300 W ELMORE ST, SEATTLE, WA 98199-1245",0,ELMORE ELECTRIC,,,,,,,,,,,,,,,N,,,
1257732.629,243802.3989,13472,672520,,ELMORE ELECTRIC,JOSEPH WILLIAMS,2065282162,"2300 W ELMORE ST, SEATTLE, WA 98199-1245",0,ELMORE ELECTRIC,,,,,,,,,,,,,,,N,,,
1266613.022,244413.6729,13473,690564,,DIAMOND PARKING  WX04,JONATHAN DIAMOND,2062843100,"4333 FREMONT AVE N, SEATTLE, WA 98103",13,DIAMOND PARKING  WX04,,,,,,,,,,,,,,,N,,,
1270626.912,244784.2129,13474,625127,,DIAMOND PARKING  WU15,JONATHAN DIAMOND,2062843100,"1919 N 45TH ST, SEATTLE, WA 98103",33,DIAMOND PARKING  WU15,,,,,,,,,,,,,,,N,,,
1274834.836,244265.4141,13475,738916,,DIAMOND PARKING SERVICES WX33,JONATHAN DIAMOND,2062843100,"4301 11TH AVE NE, SEATTLE, WA 98105",12,DIAMOND PARKING SERVICES WX33,,,,,,,,,,,,,,,N,,,
1275942.899,243979.6431,13476,651564,,UNIVERSITY BOOK STORE PARKING,TODD MALAN,2066343400,"4315 15TH AVE NE, SEATTLE, WA 98105",95,UNIVERSITY BOOK STORE PARKING,,,,,,,,,,,,,,,N,,,
